#Network | Station | Latitude | Longitude | Elevation | SiteName | StartTime | EndTime 
1G|CONZ|-77.5329|167.0823|3446.0|CONZ|2024-12-22T00:00:00.0000|2028-12-30T23:59:00.0000
1G|ELHT|-77.51057|167.145923|3359.0|ELHT|2024-11-26T00:00:00.0000|2028-12-30T23:59:00.0000
1G|HOO|-77.5316|166.9326|2058.0|HOO|2025-01-16T20:51:00.0000|2028-12-30T23:59:00.0000
1G|MACZ|-77.53253|167.2466|3297.0|MACZ|2024-12-25T00:00:00.0000|2028-12-30T23:59:00.0000
1G|NAUS|-77.5218|167.1504|3505.0|NAUS|2024-12-14T00:00:00.0000|2028-12-30T23:59:00.0000
2K|LOY01|56.147148|-116.72966|695.1|Obsidian Inj 14-18-82-17W5 HarmonV Well Pad 3-34-82-18W5 LOY01|2023-04-04T00:00:00.0000|2028-04-04T00:00:00.0000
2K|LOY02|56.128571|-116.499634|720.8|Obsidian Inj 14-18-82-17W5 HarmonV Well Pad 13-19-82-16W5 LOY02|2023-04-04T00:00:00.0000|2028-04-04T00:00:00.0000
2K|LOY03|56.130844|-116.661552|720.0|Obsidian Inj 14-18-82-17W5 HarmonV Well Pad Office 13-19-82-17W5 LOY03|2023-04-04T00:00:00.0000|2028-04-04T00:00:00.0000
2K|LOY04|56.102379|-116.772408|683.0|Obsidian Inj 14-18-82-17W5 HarmonV Tolko Industry Land LOY04|2023-04-04T00:00:00.0000|2028-04-04T00:00:00.0000
2K|LOY05|56.076492|-116.764931|700.0|Obsidian Inj 14-18-82-17W5 HarmonV Private Land WB LOY05|2023-04-04T00:00:00.0000|2028-04-04T00:00:00.0000
2O|BLT09|-16.25895|134.86316|178.0|Tanumbirini, NT|2021-08-28T00:00:00.0000|2026-12-31T00:00:00.0000
2O|BTL01|-15.19414|132.54079|179.0|Nenen Station, NT|2021-09-13T00:00:00.0000|2026-12-31T00:00:00.0000
2O|BTL02|-16.09792|132.82894|241.0|Avago Station, NT|2021-08-26T00:00:00.0000|2026-12-31T00:00:00.0000
2O|BTL03|-16.86486|133.09611|234.0|Buchannan Downs, NT|2021-09-10T00:00:00.0000|2026-12-31T00:00:00.0000
2O|BTL04|-15.84238|133.93432|313.0|Nutwood Downs, NT|2021-08-27T00:00:00.0000|2026-12-31T00:00:00.0000
2O|BTL05|-16.4788|133.88445|285.0|Amungee Mungee, NT|2021-08-25T00:00:00.0000|2026-12-31T00:00:00.0000
2O|BTL06|-17.04646|133.80311|233.0|Beetaloo Station, NT|2021-08-31T00:00:00.0000|2026-12-31T00:00:00.0000
2O|BTL07|-17.60978|133.9562|231.0|Tandyidgee, NT|2021-09-05T00:00:00.0000|2026-12-31T00:00:00.0000
2O|BTL08|-16.98692|134.46698|235.0|Beetaloo Station, NT|2021-09-03T00:00:00.0000|2026-12-31T00:00:00.0000
2O|BTL09|-16.25895|134.86316|178.0|Tanumbirini, NT|2021-08-28T00:00:00.0000|2026-12-31T00:00:00.0000
2O|BTL10|-16.693541|135.215949|276.0|Goanna Creek, NT|2023-06-23T00:00:00.0000|2026-12-31T00:00:00.0000
A7|LUBAN|-14.90583|13.44833|1921.0|Lubango, Angola|2018-04-03T00:00:00.0000|
AC|BCI|42.3666|20.067499|500.0|Bajram Curri, Albania|2009-12-22T00:00:00.0000|
AC|KBN|40.6236|20.787399|800.0|Korce, Albania|2009-12-22T00:00:00.0000|
AC|PHP|41.6847|20.4408|670.0|Peshkopi, Albania|2009-12-22T00:00:00.0000|
AC|PUK|42.042599|19.892599|900.0|Puke, Albania|2009-12-22T00:00:00.0000|
AC|SRN|39.880001|20.0005|20.0|Sarande, Albania|2010-01-01T00:00:00.0000|
AC|VLO|40.468601|19.495501|80.0|Vlore, Albania|2009-12-22T00:00:00.0000|
AD|DLV|11.952|108.481499|50.0|Dalat Central Vietnam|2015-05-07T00:00:00.0000|
AF|AAUS|9.0349|38.766499|2437.8|Addis Ababa University, Ethiopia|2006-01-10T00:00:00.0000|
AF|ANKE|9.5827|39.741798|2789.9|Ankober, Ethiopia (near Debra Birhan)|2009-05-07T00:00:00.0000|
AF|BLWY|-20.143|28.6113|1348.0|Bulawayo, Zimbabwe|2012-01-01T00:00:00.0000|
AF|BOBN|-1.66|29.23666|1529.0|Bobandana, DRC, Africa|2012-02-23T00:00:00.0000|
AF|CER|-33.361401|19.2945|472.0|Ceres, Western Cape South Africa|2015-06-25T10:00:00.0000|
AF|CNG|-26.2917|32.1883|120.0|Changalane Maputo Province Mozambique|2005-11-03T00:00:00.0000|
AF|CRLN|-25.9949|30.022699|1600.0|Carolina, Mapumpalanga, South Africa|2015-05-14T10:00:00.0000|
AF|CVNA|-31.482|19.762|1050.0|Calvinia, Nortehn Cape, South Africa|2014-06-02T15:00:00.0000|
AF|DESE|11.118|39.634998|2538.0|Dese, Ethiopia|2006-07-27T00:00:00.0000|
AF|DODT|-6.186|35.748001|1114.0|Dodoma, Tanzania|2007-02-11T00:00:00.0000|
AF|EKNA|4.234|9.328|354.0|Ekona, Cameroon|2007-01-23T00:00:00.0000|
AF|GETA|-2.866|33.241001|1267.0|Geita, Tanzania|2011-08-02T00:00:00.0000|
AF|GRHM|-33.276688|26.376724|610.0|Grahamstown, Eastern Cape, South Africa|2016-06-20T00:00:00.0000|
AF|HVD|-30.605|25.497|1433.0|Gariep Dam CMG-40T Earth data Low gain|2006-04-26T00:00:00.0000|
AF|IFE|7.546667|4.45692|283.8|Ife, Nigeria, Africa|2008-09-26T00:00:00.0000|
AF|KAD|10.4305|7.64028|679.1|Kaduna, Nigeria, Africa|2008-09-26T00:00:00.0000|
AF|KIG|-1.96339|30.06332|1545.0|Kigali, Rwanda|2008-10-12T00:00:00.0000|
AF|KTWE|-12.814|28.209|1227.6|Kitwe, Zambia|2006-01-07T00:00:00.0000|
AF|KUKU|6.19232|-0.36842|212.4|Kukurantumi, Ghana|2009-07-02T00:00:00.0000|
AF|LBB|-11.631|27.485001|1283.0|Lubumbashi, DRC|2008-01-16T00:00:00.0000|
AF|MBEY|-8.983|33.241001|1331.0|Mbeya, Tanzania|2007-01-30T00:00:00.0000|
AF|MOCU|-16.8409|36.965599|145.0|Mocuba, Mozambique|2015-09-08T00:00:00.0000|
AF|MONG|-15.15|23.09|1046.0|Mongu, Zambia, Africa|2010-08-25T00:00:00.0000|
AF|MOPA|-23.517|31.398|362.0|Mopani Camp, Kruger National Park, RSA|2017-03-15T00:00:00.0000|
AF|MTVE|-10.25|40.167|21.0|Mtwara, Tanzania|2011-08-02T00:00:00.0000|
AF|MUSN|-22.28784|29.859987|592.0|Musina, Limpopo, South Africa|2016-06-02T00:00:00.0000|
AF|MZM|-11.434|34.035|1258.0|Mzuzu, Milawi, Africa|2006-01-01T00:00:00.0000|
AF|NBI|-1.2739|36.803699|1713.0|Nairobi, Kenya, Africa|2011-03-08T00:00:00.0000|
AF|NSU|6.86685|7.41742|427.3|Nsukka, Nigeria, Africa|2008-09-26T00:00:00.0000|
AF|POGA|-27.346|31.707|290.0|Pongola, Kwazulu-Natal, South Africa|2014-06-05T00:00:00.0000|
AF|PWET|-8.28|28.530001|948.0|Pweto, DRC, Africa|2010-08-09T00:00:00.0000|
AF|SHAI|5.88136|0.04389|82.2|Shai Hills, Ghana|2009-07-02T00:00:00.0000|
AF|SKRH|-22.827|44.733002|890.0|Sakaraha, Madagascar, Africa|2012-08-16T00:00:00.0000|
AF|SNKL|-28.27528|27.7714|1655.0|Senekal, Freestate Province, South Africa|2015-12-09T00:00:00.0000|
AF|SOE|-32.712002|25.562|820.0|Somerset East L4-3D Earth data Low gain|2008-09-28T00:00:00.0000|
AF|SVMA|16.840389|-24.924999|195.0|Madeiral, Sao Vicente, Cape Verde|2013-01-01T00:00:00.0000|
AF|SWZ|-27.182|25.332|1342.0|Schweizer Reneke, Northwest Province, RSA|2006-02-08T00:00:00.0000|
AF|TEBE|0.0536|32.483002|1132.0|Entebbe, Uganda|2007-11-14T00:00:00.0000|
AF|TETE|-16.1467|33.576801|153.0|TETE Mozambique,TETE Province|2015-09-08T00:00:00.0000|
AF|TEZI|-15.747|26.016001|1115.6|Itezhi-tezhi, Zambia|2006-01-10T00:00:00.0000|
AF|UPI|-28.362|21.253|845.0|Upington KS2000 Earth data Low gain|2016-12-08T12:00:00.0000|
AF|WDLM|-26.424|27.422|1680.0|Western Deep level|2024-04-15T00:00:00.0000|
AF|WIN|-22.5667|17.1|1728.0|Windhoek, Namibia|2004-09-01T00:00:00.0000|
AF|YNDE|3.87|11.456|717.0|Yaounde, Cameroon|2007-02-08T00:00:00.0000|
AF|ZOMB|-15.3833|35.349998|885.0|Zomba, Malawi|2006-06-01T00:00:00.0000|
AI|BELA|-77.875|-34.6269|262.0|BELGRANO II Permanent Argentinean Antarctic Base|2009-01-16T00:00:00.0000|
AI|DSPA|-53.953602|-68.2668|151.0|Despedida Farm-Tierra del Fuego|2003-01-01T00:00:00.0000|
AI|ESPZ|-63.398102|-56.996399|31.0|ESPERANZA Permanent Argentinean Antarctic Base|2005-01-26T00:00:00.0000|
AI|JUBA|-62.237301|-58.662701|16.0|Carlini Permanent Argentinean Antarctic Base|2002-03-05T00:00:00.0000|
AI|ORCD|-60.738098|-44.736099|20.0|Orcadas Permanent Argentinean Antarctic Base|1997-03-01T00:00:00.0000|
AI|SMAI|-68.130203|-67.105904|9.0|San Martin Permanent Argentinean Antarctic Base|2007-02-07T00:00:00.0000|
AK|A19K|70.2043|-161.0713|24.0|Wainwright, AK, USA|2020-09-23T00:00:00.0000|
AK|A21K|71.3221|-156.6175|5.0|Barrow, AK, USA|2020-03-03T00:00:00.0000|
AK|A22K|71.0033|-154.9742|6.0|Sinclair Lake, AK, USA|2020-09-23T00:00:00.0000|
AK|ANM|64.5646|-165.3732|338.0|Anvil Mountain, AK, USA|2010-06-21T00:00:00.0000|
AK|ATKA|52.2016|-174.1975|55.0|Atka Island, AK, USA|2002-10-03T00:00:00.0000|
AK|B18K|69.3641|-161.8016|222.0|Kokolik River, AK, USA|2020-09-23T00:00:00.0000|
AK|B20K|70.0079|-157.1599|74.6|Meade River, AK, USA|2020-09-23T00:00:00.0000|
AK|B22K|70.34|-153.4196|49.7|Teshekpuk Lake, AK, USA|2020-09-23T00:00:00.0000|
AK|BAE|61.1319|-148.1234|578.0|Barry Arm East, AK, USA|2020-09-04T00:00:00.0000|
AK|BAGL|60.4896|-142.0915|1470.0|Bagley Icefield, AK, USA|2006-07-12T00:00:00.0000|
AK|BAL|61.036|-142.3462|1318.0|Baldy Mountain, AK, USA|2010-06-18T00:00:00.0000|
AK|BARK|60.403|-142.4931|1389.6|Barkley Ridge, AK, USA|2013-01-01T00:00:00.0000|
AK|BARN|61.0595|-141.6622|1689.0|Barnard Glacier, AK, USA|2006-07-16T00:00:00.0000|
AK|BAT|61.1416|-148.1751|1027.0|Barry Arm Top, AK, USA|2021-07-23T00:00:00.0000|
AK|BCP|59.9534|-139.6369|421.8|Bancas Point, AK, USA|2011-08-15T00:00:00.0000|
AK|BERG|60.3932|-143.7004|624.0|Berg Lake, AK, USA|2005-07-15T00:00:00.0000|
AK|BESE|58.5792|-134.8559|867.0|Bessie Mountain, AK, USA|2003-09-20T00:00:00.0000|
AK|BGLC|60.1205|-143.2841|10.0|Bering Glacier BLM Camp, AK, USA|2005-07-16T00:00:00.0000|
AK|BMR|60.9677|-144.6051|842.0|Bremner River, AK, USA|2000-08-07T00:00:00.0000|
AK|BPAW|64.0997|-150.9873|619.0|Bear Paw Mountain, AK, USA|2004-05-13T00:00:00.0000|
AK|BRLK|59.7511|-150.9063|409.0|Bradley Lake, AK, USA|2008-07-01T00:00:00.0000|
AK|BRSE|59.7417|-150.7414|541.0|Bradley Lake South, AK, USA|2013-07-01T00:00:00.0000|
AK|C16K|68.2746|-165.3436|102.0|Lisburne Hills, AK, USA|2020-09-23T00:00:00.0000|
AK|C18K|68.6483|-161.1943|845.0|Utukok River, AK, USA|2020-09-23T00:00:00.0000|
AK|C19K|69.1049|-159.5874|745.0|Lookout Ridge, AK, USA|2020-09-23T00:00:00.0000|
AK|C21K|69.1565|-154.7833|409.0|Knifeblade Ridge, AK, USA|2020-09-23T00:00:00.0000|
AK|C23K|69.836|-150.6126|179.0|Itkillik River, AK, USA|2020-09-23T00:00:00.0000|
AK|C26K|69.9175|-144.9122|139.0|Camden Bay, AK, USA|2020-09-23T00:00:00.0000|
AK|C27K|69.626|-143.7114|392.0|Jago River, AK, USA|2020-09-23T00:00:00.0000|
AK|CAPN|60.7683|-151.1539|47.0|Captain Cook Nikiski, AK, USA|2013-07-01T00:00:00.0000|
AK|CAST|63.4188|-152.0844|611.0|Castle Rocks, AK, USA|2006-08-05T00:00:00.0000|
AK|CCB|64.6453|-147.8053|233.0|Clear Creek Butte, AK, USA|2009-01-28T00:00:00.0000|
AK|CHI|55.8218|-155.6225|203.0|Chirikof Island, AK, USA|2008-09-15T00:00:00.0000|
AK|CHN|54.831|-159.5895|71.0|Chernabura Island, AK, USA|2013-06-27T00:00:00.0000|
AK|CHUM|63.8827|-152.3152|217.0|Lake Minchumina, AK, USA|2004-06-02T00:00:00.0000|
AK|CHX|60.0631|-141.1178|1085.0|Chaix Hills, AK, USA|2011-08-18T00:00:00.0000|
AK|CNP|59.5251|-151.2373|564.0|China Poot, AK, USA|2008-07-24T00:00:00.0000|
AK|COLD|67.2278|-150.207|374.0|Coldfoot Broadband, AK, USA|2016-08-11T00:00:00.0000|
AK|CRQ|60.7523|-143.0926|1392.3|Cirque, AK, USA|2010-06-20T00:00:00.0000|
AK|CUT|62.4058|-150.2625|574.0|Chulitna, AK, USA|2014-05-15T00:00:00.0000|
AK|CYK|60.0823|-142.4872|23.0|Cape Yakataga, AK, USA|2010-07-21T00:00:00.0000|
AK|D17K|67.6988|-163.0831|172.0|Noatak River, AK, USA|2020-10-21T00:00:00.0000|
AK|D20K|68.7132|-156.6132|577.0|Etivluk River, AK, USA|2020-09-23T00:00:00.0000|
AK|D22K|68.8799|-152.6821|532.0|Ayikyak River, AK, USA|2020-09-23T00:00:00.0000|
AK|D24K|69.1532|-148.8233|292.0|Happy Valley, AK, USA|2020-10-02T00:00:00.0000|
AK|D25K|69.322|-146.3751|770.0|Kavik River, AK, USA|2020-09-23T00:00:00.0000|
AK|DCPH|59.0905|-138.2139|669.0|Deception Hills, AK, USA|2019-07-31T00:00:00.0000|
AK|DHY|63.0753|-147.3759|1611.0|Denali Highway, AK, USA|2008-07-09T00:00:00.0000|
AK|DIV|61.1292|-145.7749|941.4|Divide Microwave, AK, USA|1999-01-07T00:00:00.0000|
AK|DOT|63.6487|-144.0674|673.0|Dot Lake, AK, USA|2003-10-15T00:00:00.0000|
AK|E18K|67.4213|-160.6027|297.0|Tukpahlearik Creek, AK, USA|2020-09-23T00:00:00.0000|
AK|E19K|67.4572|-157.2316|441.0|Redstone River, AK, USA|2020-09-23T00:00:00.0000|
AK|E21K|68.4414|-153.9721|653.0|Killik River, AK, USA|2020-09-23T00:00:00.0000|
AK|E22K|68.1343|-151.8132|772.0|Anaktuvuk Pass, AK, USA|2020-10-21T00:00:00.0000|
AK|E24K|68.0748|-148.4868|847.0|Your Creek, AK, USA|2020-09-23T00:00:00.0000|
AK|E25K|68.1207|-145.568|652.0|Arctic Village, AK, USA|2020-09-29T00:00:00.0000|
AK|E27K|68.1861|-141.5951|654.0|Coleen River, AK, USA|2020-09-23T00:00:00.0000|
AK|EYAK|60.5487|-145.75|133.9|Cordova Ski Area, AK, USA|2002-10-03T00:00:00.0000|
AK|F15K|65.7077|-164.6483|388.0|North Star Ditch, AK, USA|2020-09-23T00:00:00.0000|
AK|F18K|66.6001|-159.6514|27.0|Selawik, AK, USA|2020-10-21T00:00:00.0000|
AK|F20K|67.0486|-155.7251|136.0|Avaraart Lake, AK, USA|2020-09-23T00:00:00.0000|
AK|F21K|67.2221|-153.483|597.0|Alatna River, AK, USA|2020-09-23T00:00:00.0000|
AK|FALS|54.8564|-163.4176|60.6|False Pass, AK, USA|2002-06-19T00:00:00.0000|
AK|FID|60.7277|-146.5987|500.0|Fidalgo, AK, USA|2010-07-26T00:00:00.0000|
AK|FIRE|61.1426|-150.2164|62.0|Fire Island, AK, USA|2013-07-20T00:00:00.0000|
AK|FYU|66.5657|-145.2342|137.0|Fort Yukon, AK, USA|2009-07-23T00:00:00.0000|
AK|G17K|65.5011|-160.6514|338.0|Kiwalik Mountain, AK, USA|2020-09-23T00:00:00.0000|
AK|G19K|66.1434|-157.087|391.0|Purcell Mountains, AK, USA|2020-09-23T00:00:00.0000|
AK|G23K|66.7108|-150.0239|746.0|Bananza Creek, AK, USA|2020-09-23T00:00:00.0000|
AK|G24K|66.7004|-147.4754|503.0|Hadweenzic River, AK, USA|2020-09-23T00:00:00.0000|
AK|G27K|66.8088|-141.6549|686.0|Doyon Strip, AK, USA|2020-09-23T00:00:00.0000|
AK|GAMB|63.7758|-171.7036|5.0|Gambell, AK, USA|2002-02-23T00:00:00.0000|
AK|GCSA|64.7461|-156.8792|45.0|Galena City School, AK, USA|2000-06-24T00:00:00.0000|
AK|GHO|61.771|-148.926|1032.0|Gloryhole, AK, USA|2011-05-30T00:00:00.0000|
AK|GLB|61.4417|-143.8123|854.9|Gilahina Butte, AK, USA|2010-09-12T00:00:00.0000|
AK|GLI|60.8792|-147.0959|430.0|Glacier Island, AK, USA|2010-07-26T00:00:00.0000|
AK|GOAT|60.5805|-144.7292|895.5|Goat Mountain, AK, USA|2006-08-08T00:00:00.0000|
AK|GRIN|60.2805|-143.321|625.0|Grindle Hills, AK, USA|2005-07-22T00:00:00.0000|
AK|GRNC|60.7315|-141.7558|2116.0|Granite Creek, AK, USA|2006-07-12T00:00:00.0000|
AK|H16K|64.6379|-162.239|216.0|Elim, AK, USA|2020-09-29T00:00:00.0000|
AK|H17K|64.937|-159.9126|396.0|Granite Mountain, AK, USA|2020-09-23T00:00:00.0000|
AK|H20K|65.4924|-154.8808|514.0|Anotleneega Mountain, AK, USA|2020-09-23T00:00:00.0000|
AK|H21K|65.6571|-152.805|520.0|Melozitna River, AK, USA|2019-10-04T00:00:00.0000|
AK|H22K|65.8937|-151.3773|561.0|Ishtalitna Creek, AK, USA|2019-10-04T00:00:00.0000|
AK|H23K|65.8251|-149.5432|617.0|Yukon River, AK, USA|2019-09-16T00:00:00.0000|
AK|H24K|65.8371|-147.8781|814.0|Noodor Dome, AK, USA|2019-10-04T00:00:00.0000|
AK|HARP|62.3987|-145.1568|581.0|HAARP, Gakona, AK, USA|2020-03-18T00:00:00.0000|
AK|HDA|64.4091|-146.9482|437.0|Harding Lake, AK, USA|2012-10-01T00:00:00.0000|
AK|HIN|60.396|-146.5035|622.9|Hinchinbrook, AK, USA|2009-11-01T00:00:00.0000|
AK|HOM|59.6572|-151.6515|221.0|Homer Trailer, AK, USA|2009-06-18T00:00:00.0000|
AK|I21K|65.18|-151.9822|248.0|Tanana, AK, USA|2019-12-02T00:00:00.0000|
AK|I23K|65.1479|-149.3603|149.0|Minto, Yukon-Koyukuk, AK, USA|2019-09-17T00:00:00.0000|
AK|I26K|65.3064|-143.1541|338.0|Coal Creek Mining Camp, AK, USA|2019-09-17T00:00:00.0000|
AK|I27K|65.6035|-141.6153|874.0|Kandik River, AK, USA|2019-10-04T00:00:00.0000|
AK|ISLE|60.6024|-142.3406|1425.0|Juniper Island, AK, USA|2006-07-04T00:00:00.0000|
AK|J17K|63.3965|-159.0777|323.0|VABM Dome, AK, USA|2019-10-04T00:00:00.0000|
AK|J19K|63.994|-155.6214|389.0|Poorman, AK, USA|2019-10-04T00:00:00.0000|
AK|J20K|64.1767|-154.1467|314.0|Nowitna River, AK, USA|2019-10-04T00:00:00.0000|
AK|J25K|64.613|-145.3697|949.0|Salcha River, AK, USA|2019-10-04T00:00:00.0000|
AK|J26L|64.5012|-143.5636|1144.0|Joseph Creek, AK, USA|2019-10-04T00:00:00.0000|
AK|K13K|61.9331|-164.6555|204.2|Kusilvak Mountain, AK, USA|2020-09-23T00:00:00.0000|
AK|K15K|62.2938|-161.5308|346.0|Wolf Creek Mountain, AK, USA|2020-09-23T00:00:00.0000|
AK|K20K|63.3569|-154.07|548.0|Telida, AK, USA|2019-10-04T00:00:00.0000|
AK|K24K|63.8036|-145.7784|724.0|Donnelly Dome, AK, USA|2019-10-17T00:00:00.0000|
AK|K27K|64.0292|-142.0758|732.0|Chicken, AK, USA|2019-12-19T00:00:00.0000|
AK|KAI|59.9268|-144.4188|316.0|Kayak Island, AK, USA|2011-07-10T00:00:00.0000|
AK|KHIT|60.4427|-143.251|1101.0|Khitrov Hills, AK, USA|2005-07-22T00:00:00.0000|
AK|KIAG|60.9231|-142.3605|1752.2|Kiagna River, AK, USA|2006-07-14T00:00:00.0000|
AK|KLU|61.4924|-145.9227|1047.1|Klutina Pass, AK, USA|2008-09-13T00:00:00.0000|
AK|KNK|61.4131|-148.4585|598.0|Knik Glacier, AK, USA|2010-06-13T00:00:00.0000|
AK|KTH|63.5527|-150.9233|1172.0|Kantishna Hills, AK, USA|2003-06-08T00:00:00.0000|
AK|L14K|61.3416|-162.6829|41.0|Kuka Creek, AK, USA|2020-09-23T00:00:00.0000|
AK|L16K|61.7105|-159.4747|227.0|Owhat River, AK, USA|2020-10-21T00:00:00.0000|
AK|L17K|62.1344|-158.2972|338.0|Donlin, AK, USA|2020-05-01T00:00:00.0000|
AK|L18K|62.2195|-156.6886|329.0|Granite Mountain, AK, USA|2019-10-04T00:00:00.0000|
AK|L19K|62.1816|-154.8543|650.0|White Mountain, AK, USA|2019-10-04T00:00:00.0000|
AK|L20K|62.4787|-153.8798|673.0|Farewell, AK, USA|2019-10-04T00:00:00.0000|
AK|L22K|62.5258|-150.7703|817.0|Petersville, AK, USA|2019-10-17T00:00:00.0000|
AK|L26K|63.0254|-143.3478|650.0|Log Cabin Wilderness Lodge, Tok, AK, USA|2019-09-27T00:00:00.0000|
AK|LOGN|60.824|-141.0048|1663.1|Logan Glacier, AK, USA|2006-07-16T00:00:00.0000|
AK|M11K|60.3849|-166.2011|3.0|Mekoryuk, AK, USA|2020-10-21T00:00:00.0000|
AK|M14K|60.7515|-161.96|19.0|Bethel, AK, USA|2020-10-21T00:00:00.0000|
AK|M16K|61.0224|-158.9593|394.0|Timber Creek, AK, USA|2020-09-23T00:00:00.0000|
AK|M19K|61.9037|-154.3915|521.0|Big River Lodge, Big River, AK, USA|2019-09-10T00:00:00.0000|
AK|M20K|61.8823|-153.1318|1107.0|Styx River, AK, USA|2019-10-14T00:00:00.0000|
AK|M23K|61.7929|-147.7262|583.0|Glacier View, AK, USA|2020-04-17T00:00:00.0000|
AK|M26K|62.4013|-142.9963|888.0|Nabesna, AK, USA|2019-10-04T00:00:00.0000|
AK|MCAR|61.3836|-143.024|447.0|McCarthy VSAT, AK, USA|2013-01-01T00:00:00.0000|
AK|MCK|63.7318|-148.9373|618.0|McKinley Park, AK, USA|1998-08-15T00:00:00.0000|
AK|MDM|64.9602|-148.2319|631.0|Murphy Dome, AK, USA|2008-08-15T00:00:00.0000|
AK|MESA|60.1782|-141.9498|1907.0|Mesa, AK, USA|2018-09-08T00:00:00.0000|
AK|MLY|65.0304|-150.7442|812.0|Manley Hot Springs, AK, USA|2009-08-05T00:00:00.0000|
AK|N15K|60.1686|-160.0921|449.0|Kwethluk River, AK, USA|2020-09-23T00:00:00.0000|
AK|N18K|60.6801|-155.8897|572.0|Kilae Creek, AK, USA|2019-10-04T00:00:00.0000|
AK|N19K|60.8132|-154.4838|1144.0|Bonanza Creek NPS repeater, AK, USA|2019-10-04T00:00:00.0000|
AK|NEA2|64.5928|-149.0694|450.0|Nenana, AK, USA|2014-06-12T00:00:00.0000|
AK|NIKH|52.9721|-168.855|199.0|Nikolski High Hill, AK, USA|2007-06-21T00:00:00.0000|
AK|O14K|59.2533|-161.2638|129.0|Tigyukauivet Mountain, AK, USA|2020-09-23T00:00:00.0000|
AK|O18K|59.8542|-155.208|544.0|Koktuh Hills, AK, USA|2019-08-27T00:00:00.0000|
AK|O19K|60.1952|-154.3201|96.0|Port Alsworth, AK, USA|2019-11-13T00:00:00.0000|
AK|O20K|60.0815|-152.624|915.0|Slope Mountain, AK, USA|2019-12-19T00:00:00.0000|
AK|P08K|56.6011|-169.5484|36.0|Saint George Island, AK, USA|2019-11-13T00:00:00.0000|
AK|P16K|59.0314|-157.9906|85.9|Nushagak River, AK, USA|2019-12-02T00:00:00.0000|
AK|P17K|59.1953|-156.4394|91.0|Kvichak River, AK, USA|2019-12-02T00:00:00.0000|
AK|P23K|59.9979|-147.4031|287.0|Montague Island, AK, USA|2019-08-27T00:00:00.0000|
AK|PAX|62.9699|-145.4699|1150.0|Paxson, AK, USA|2003-10-06T00:00:00.0000|
AK|PIN|60.0959|-140.2525|975.0|Pinnacle, AK, USA|2003-05-28T00:00:00.0000|
AK|PNL|59.667|-139.4014|586.0|Peninsula, AK, USA|2001-08-16T00:00:00.0000|
AK|POKR|65.1171|-147.4335|501.0|Poker Flat Research Range, AK, USA|2020-02-12T00:00:00.0000|
AK|PPD|65.5174|-145.5246|1505.0|Porcupine Dome, AK, USA|2011-09-05T00:00:00.0000|
AK|PPLA|62.8962|-152.1894|1519.0|Purkeypile, AK, USA|2002-12-11T00:00:00.0000|
AK|PS01|70.258|-148.6141|9.0|TAPS Pump Station 1, AK, USA|2020-06-01T00:00:00.0000|
AK|PS04|68.4215|-149.3568|849.0|TAPS Pump Station 4, AK, USA|2020-06-01T00:00:00.0000|
AK|PS05|66.8133|-150.6646|327.0|TAPS Pump Station 5, AK, USA|2020-06-01T00:00:00.0000|
AK|PS06|65.8545|-149.7369|280.0|TAPS Pump Station 6, AK, USA|2020-06-01T00:00:00.0000|
AK|PS07|65.3106|-148.2791|289.0|TAPS Pump Station 7, AK, USA|2020-06-01T00:00:00.0000|
AK|PS08|64.5422|-146.8221|320.0|TAPS Pump Station 8, AK, USA|2020-06-01T00:00:00.0000|
AK|PS09|63.9299|-145.7682|468.0|TAPS Pump Station 9, AK, USA|2020-06-01T00:00:00.0000|
AK|PS10|63.4229|-145.7684|738.0|TAPS Pump Station 10, AK, USA|2020-06-01T00:00:00.0000|
AK|PS11|62.0789|-145.4751|375.0|TAPS Pump Station 11, AK, USA|2020-06-01T00:00:00.0000|
AK|PS12|61.4749|-145.1458|562.7|TAPS Pump Station 12, AK, USA|2020-06-01T00:00:00.0000|
AK|PTPK|61.1871|-142.4672|1892.6|Patty Peak Repeater, AK, USA|2006-07-14T00:00:00.0000|
AK|PWL|60.8584|-148.3334|550.0|Port Wells, AK, USA|2009-09-23T00:00:00.0000|
AK|Q19K|58.9287|-153.6446|631.0|Cape Douglas, AK, USA|2019-10-29T00:00:00.0000|
AK|Q23K|59.4296|-146.3399|46.0|Middleton Island, AK, USA|2019-09-24T00:00:00.0000|
AK|R16K|57.5673|-157.5742|38.0|Pilot Point, AK, USA|2019-11-28T00:00:00.0000|
AK|R18K|57.5665|-154.4524|39.0|Karluk, AK, USA|2019-10-19T00:00:00.0000|
AK|R32K|58.2747|-134.5181|386.0|Eaglecrest, AK, USA|2019-12-11T00:00:00.0000|
AK|RAG|60.3863|-144.6773|752.0|Ragged Mountain, AK, USA|2006-06-16T00:00:00.0000|
AK|RC01|61.0889|-149.739|390.0|Rabbit Creek, AK, USA|1998-08-07T00:00:00.0000|
AK|RDOG|68.0541|-162.908|423.0|Red Dog Mine, AK, USA|2009-06-20T00:00:00.0000|
AK|RIDG|63.7399|-144.8462|871.0|Independent Ridge, AK, USA|2007-07-01T00:00:00.0000|
AK|RKAV|60.2994|-141.3478|1647.0|Rock Avalanche, AK, USA|2006-07-20T00:00:00.0000|
